[  0] 0x7FF7E75AA667 Fallout4.exe+145A667	movzx edx, byte ptr [r8+0x1A] |  GameScript::BasicEventHandler::ProcessEvent(TESCombatEvent&,BSTEventSource<TESCombatEvent>*)_145A667 -> 1025656+0x57	movzx edx, byte ptr [r8+0x1A]
[RSP+2898] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+28A0] 0x0                (size_t) [0]
[RSP+28A8] 0x200000           (size_t) [2097152]
[RSP+28B0] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+28B8] 0x7FF7E6EBF2BE     (void* -> Fallout4.exe+0D6F2BE	mov rdi, [rbx+0x428] |  Actor::~Actor(void)_D6F2BE)
[RSP+28C0] 0x0                (size_t) [0]
[RSP+28C8] 0xFFFFFFFF         (size_t) [4294967295]
[RSP+28D0] 0x164513CE80       (void*)
[RSP+28D8] 0x7FF7E6FC03FD     (void* -> Fallout4.exe+0E703FD	test rax, rax |  AIProcess::GetFaceAnimationData(Actor&)_E703FD)
[RSP+28E0] 0x4A3F6            (size_t) [304118]
[RSP+28E8] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+28F0] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+28F8] 0x7FF7E6F37D64     (void* -> Fallout4.exe+0DE7D64	test bl, 0x01 |  ActorMovementMessageMap<16>::MessageHandlerWrapper<MovementMessageWarpToMultiple>::`vector_deleting_destructor'(uint)_DE7D64)
[RSP+2900] 0x1                (size_t) [1]
[RSP+2908] 0x200000           (size_t) [2097152]
[RSP+2910] 0x0                (size_t) [0]
[RSP+2918] 0x0                (size_t) [0]
[RSP+2920] 0x164513CF88       (void*)
[RSP+2928] 0x7FF7E6173948     (void* -> Fallout4.exe+0023948	jmp 0x00007FF7E6173971 |  BSPointerHandleManagerInterface<Actor,HandleManager>::GetSmartPointer(BSPointerHandle<Actor,BSUntypedPointerHandle<21,5>>&,NiPointer<Actor>&)_23948)
[RSP+2930] 0x4BAA2000         (size_t) [1269440512]
[RSP+2938] 0x7FF7E6F95CA5     (void* -> Fallout4.exe+0E45CA5	mov rbx, [rsp+0x38] |  AIProcess::RemoveHeadTrackTarget(Actor*,TESObjectREFR*)_E45CA5)
[RSP+2940] 0x1FC00000000      (void*)
[RSP+2948] 0x7FF7E61744E3     (void* -> Fallout4.exe+00244E3	mov esi, eax |  BSSpinLock::Lock(char*)_244E3)
[RSP+2950] 0x1FBC91F8290      (void*)
[RSP+2958] 0x4C               (size_t) [76]
[RSP+2960] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+2968] 0x7FF7E6EE6379     (void* -> Fallout4.exe+0D96379	mov rbx, [rsp+0x58] |  Actor::CleanUpOtherMobileObjects(void)_D96379)
[RSP+2970] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+2978] 0x1FC5EEF3200      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF001F16
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x00420409
FormID: 0x0017F2BE
FormType: kACHR (65)
[RSP+2980] 0x0                (size_t) [0]
[RSP+2988] 0x2B               (size_t) [43]
[RSP+2990] 0x65               (size_t) [101]
[RSP+2998] 0x0                (size_t) [0]
[RSP+29A0] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+29A8] 0x7FF7E6EBF5AF     (void* -> Fallout4.exe+0D6F5AF	mov rcx, [0x00007FF7EBA1EE98] |  Actor::Predestroy(void)_D6F5AF)
[RSP+29B0] 0x200000           (size_t) [2097152]
[RSP+29B8] 0x0                (size_t) [0]
[RSP+29C0] 0x200000           (size_t) [2097152]
[RSP+29C8] 0x0                (size_t) [0]
[RSP+29D0] 0x4A3F6            (size_t) [304118]
[RSP+29D8] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+29E0] 0x0                (size_t) [0]
[RSP+29E8] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+29F0] 0x0                (size_t) [0]
[RSP+29F8] 0x200000           (size_t) [2097152]
[RSP+2A00] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+2A08] 0x7FF7E6EBF2BE     (void* -> Fallout4.exe+0D6F2BE	mov rdi, [rbx+0x428] |  Actor::~Actor(void)_D6F2BE)
[RSP+2A10] 0x1FBE2A46B00      (void*)
[RSP+2A18] 0xFFFFFFFF         (size_t) [4294967295]
[RSP+2A20] 0x164513CFD0       (void*)
[RSP+2A28] 0x7FF7E6FC03FD     (void* -> Fallout4.exe+0E703FD	test rax, rax |  AIProcess::GetFaceAnimationData(Actor&)_E703FD)
[RSP+2A30] 0x4A3F6            (size_t) [304118]
[RSP+2A38] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+2A40] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+2A48] 0x7FF7E6F37D64     (void* -> Fallout4.exe+0DE7D64	test bl, 0x01 |  ActorMovementMessageMap<16>::MessageHandlerWrapper<MovementMessageWarpToMultiple>::`vector_deleting_destructor'(uint)_DE7D64)
[RSP+2A50] 0x1                (size_t) [1]
[RSP+2A58] 0x200000           (size_t) [2097152]
[RSP+2A60] 0x0                (size_t) [0]
[RSP+2A68] 0x0                (size_t) [0]
[RSP+2A70] 0x164513D0D8       (void*)
[RSP+2A78] 0x7FF7E6173948     (void* -> Fallout4.exe+0023948	jmp 0x00007FF7E6173971 |  BSPointerHandleManagerInterface<Actor,HandleManager>::GetSmartPointer(BSPointerHandle<Actor,BSUntypedPointerHandle<21,5>>&,NiPointer<Actor>&)_23948)
[RSP+2A80] 0x4BAA2000         (size_t) [1269440512]
[RSP+2A88] 0x7FF7E6F95CA5     (void* -> Fallout4.exe+0E45CA5	mov rbx, [rsp+0x38] |  AIProcess::RemoveHeadTrackTarget(Actor*,TESObjectREFR*)_E45CA5)
[RSP+2A90] 0x1FC00000000      (void*)
[RSP+2A98] 0x7FF7E61744E3     (void* -> Fallout4.exe+00244E3	mov esi, eax |  BSSpinLock::Lock(char*)_244E3)
[RSP+2AA0] 0x1FBC91F8290      (void*)
[RSP+2AA8] 0x4C               (size_t) [76]
[RSP+2AB0] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+2AB8] 0x7FF7E6EE6379     (void* -> Fallout4.exe+0D96379	mov rbx, [rsp+0x58] |  Actor::CleanUpOtherMobileObjects(void)_D96379)
[RSP+2AC0] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+2AC8] 0x1FC5EEF3200      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF001F16
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x00420409
FormID: 0x0017F2BE
FormType: kACHR (65)
[RSP+2AD0] 0x0                (size_t) [0]
[RSP+2AD8] 0x2B               (size_t) [43]
[RSP+2AE0] 0x65               (size_t) [101]
[RSP+2AE8] 0x0                (size_t) [0]
[RSP+2AF0] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+2AF8] 0x7FF7E6EBF5AF     (void* -> Fallout4.exe+0D6F5AF	mov rcx, [0x00007FF7EBA1EE98] |  Actor::Predestroy(void)_D6F5AF)
[RSP+2B00] 0x200000           (size_t) [2097152]
[RSP+2B08] 0x0                (size_t) [0]
[RSP+2B10] 0x200000           (size_t) [2097152]
[RSP+2B18] 0x0                (size_t) [0]
[RSP+2B20] 0x4A3F6            (size_t) [304118]
[RSP+2B28] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+2B30] 0x0                (size_t) [0]
[RSP+2B38] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+2B40] 0x0                (size_t) [0]
[RSP+2B48] 0x200000           (size_t) [2097152]
[RSP+2B50] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+2B58] 0x7FF7E6EBF2BE     (void* -> Fallout4.exe+0D6F2BE	mov rdi, [rbx+0x428] |  Actor::~Actor(void)_D6F2BE)
[RSP+2B60] 0x164513D200       (void*)
[RSP+2B68] 0xFFFFFFFF         (size_t) [4294967295]
[RSP+2B70] 0x164513D120       (void*)
[RSP+2B78] 0x7FF7E6FC03FD     (void* -> Fallout4.exe+0E703FD	test rax, rax |  AIProcess::GetFaceAnimationData(Actor&)_E703FD)
[RSP+2B80] 0x4A3F6            (size_t) [304118]
[RSP+2B88] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+2B90] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+2B98] 0x7FF7E6F37D64     (void* -> Fallout4.exe+0DE7D64	test bl, 0x01 |  ActorMovementMessageMap<16>::MessageHandlerWrapper<MovementMessageWarpToMultiple>::`vector_deleting_destructor'(uint)_DE7D64)
[RSP+2BA0] 0x1                (size_t) [1]
[RSP+2BA8] 0x200000           (size_t) [2097152]
[RSP+2BB0] 0x0                (size_t) [0]
[RSP+2BB8] 0x0                (size_t) [0]
[RSP+2BC0] 0x164513D228       (void*)
[RSP+2BC8] 0x7FF7E6173948     (void* -> Fallout4.exe+0023948	jmp 0x00007FF7E6173971 |  BSPointerHandleManagerInterface<Actor,HandleManager>::GetSmartPointer(BSPointerHandle<Actor,BSUntypedPointerHandle<21,5>>&,NiPointer<Actor>&)_23948)
[RSP+2BD0] 0x4BAA2000         (size_t) [1269440512]
[RSP+2BD8] 0x7FF7E6F95CA5     (void* -> Fallout4.exe+0E45CA5	mov rbx, [rsp+0x38] |  AIProcess::RemoveHeadTrackTarget(Actor*,TESObjectREFR*)_E45CA5)
[RSP+2BE0] 0x1FC00000000      (void*)
[RSP+2BE8] 0x7FF7E61744E3     (void* -> Fallout4.exe+00244E3	mov esi, eax |  BSSpinLock::Lock(char*)_244E3)
[RSP+2BF0] 0x1FBC91F8290      (void*)
[RSP+2BF8] 0x4C               (size_t) [76]
[RSP+2C00] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+2C08] 0x7FF7E6EE6379     (void* -> Fallout4.exe+0D96379	mov rbx, [rsp+0x58] |  Actor::CleanUpOtherMobileObjects(void)_D96379)
[RSP+2C10] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+2C18] 0x1FC5EEF3200      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF001F16
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x00420409
FormID: 0x0017F2BE
FormType: kACHR (65)
[RSP+2C20] 0x0                (size_t) [0]
[RSP+2C28] 0x2B               (size_t) [43]
[RSP+2C30] 0x65               (size_t) [101]
[RSP+2C38] 0x0                (size_t) [0]
[RSP+2C40] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+2C48] 0x7FF7E6EBF5AF     (void* -> Fallout4.exe+0D6F5AF	mov rcx, [0x00007FF7EBA1EE98] |  Actor::Predestroy(void)_D6F5AF)
[RSP+2C50] 0x200000           (size_t) [2097152]
[RSP+2C58] 0x0                (size_t) [0]
[RSP+2C60] 0x200000           (size_t) [2097152]
[RSP+2C68] 0x0                (size_t) [0]
[RSP+2C70] 0x4A3F6            (size_t) [304118]
[RSP+2C78] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+2C80] 0x0                (size_t) [0]
[RSP+2C88] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+2C90] 0x0                (size_t) [0]
[RSP+2C98] 0x200000           (size_t) [2097152]
[RSP+2CA0] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+2CA8] 0x7FF7E6EBF2BE     (void* -> Fallout4.exe+0D6F2BE	mov rdi, [rbx+0x428] |  Actor::~Actor(void)_D6F2BE)
[RSP+2CB0] 0x0                (size_t) [0]
[RSP+2CB8] 0xFFFFFFFF         (size_t) [4294967295]
[RSP+2CC0] 0x164513D270       (void*)
[RSP+2CC8] 0x7FF7E6FC03FD     (void* -> Fallout4.exe+0E703FD	test rax, rax |  AIProcess::GetFaceAnimationData(Actor&)_E703FD)
[RSP+2CD0] 0x4A3F6            (size_t) [304118]
[RSP+2CD8] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+2CE0] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+2CE8] 0x7FF7E6F37D64     (void* -> Fallout4.exe+0DE7D64	test bl, 0x01 |  ActorMovementMessageMap<16>::MessageHandlerWrapper<MovementMessageWarpToMultiple>::`vector_deleting_destructor'(uint)_DE7D64)
[RSP+2CF0] 0x1                (size_t) [1]
[RSP+2CF8] 0x200000           (size_t) [2097152]
[RSP+2D00] 0x0                (size_t) [0]
[RSP+2D08] 0x0                (size_t) [0]
[RSP+2D10] 0x164513D378       (void*)
[RSP+2D18] 0x7FF7E6173948     (void* -> Fallout4.exe+0023948	jmp 0x00007FF7E6173971 |  BSPointerHandleManagerInterface<Actor,HandleManager>::GetSmartPointer(BSPointerHandle<Actor,BSUntypedPointerHandle<21,5>>&,NiPointer<Actor>&)_23948)
[RSP+2D20] 0x4BAA2000         (size_t) [1269440512]
[RSP+2D28] 0x7FF7E6F95CA5     (void* -> Fallout4.exe+0E45CA5	mov rbx, [rsp+0x38] |  AIProcess::RemoveHeadTrackTarget(Actor*,TESObjectREFR*)_E45CA5)
[RSP+2D30] 0x1FC00000000      (void*)
[RSP+2D38] 0x7FF7E61744E3     (void* -> Fallout4.exe+00244E3	mov esi, eax |  BSSpinLock::Lock(char*)_244E3)
[RSP+2D40] 0x1FBC91F8290      (void*)
[RSP+2D48] 0x4C               (size_t) [76]
[RSP+2D50] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+2D58] 0x7FF7E6EE6379     (void* -> Fallout4.exe+0D96379	mov rbx, [rsp+0x58] |  Actor::CleanUpOtherMobileObjects(void)_D96379)
[RSP+2D60] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+2D68] 0x1FC5EEF3200      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF001F16
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x00420409
FormID: 0x0017F2BE
FormType: kACHR (65)
[RSP+2D70] 0x0                (size_t) [0]
[RSP+2D78] 0x2B               (size_t) [43]
[RSP+2D80] 0x65               (size_t) [101]
[RSP+2D88] 0x0                (size_t) [0]
[RSP+2D90] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+2D98] 0x7FF7E6EBF5AF     (void* -> Fallout4.exe+0D6F5AF	mov rcx, [0x00007FF7EBA1EE98] |  Actor::Predestroy(void)_D6F5AF)
[RSP+2DA0] 0x200000           (size_t) [2097152]
[RSP+2DA8] 0x0                (size_t) [0]
[RSP+2DB0] 0x200000           (size_t) [2097152]
[RSP+2DB8] 0x0                (size_t) [0]
[RSP+2DC0] 0x4A3F6            (size_t) [304118]
[RSP+2DC8] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+2DD0] 0x0                (size_t) [0]
[RSP+2DD8] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+2DE0] 0x0                (size_t) [0]
[RSP+2DE8] 0x200000           (size_t) [2097152]
[RSP+2DF0] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+2DF8] 0x7FF7E6EBF2BE     (void* -> Fallout4.exe+0D6F2BE	mov rdi, [rbx+0x428] |  Actor::~Actor(void)_D6F2BE)
[RSP+2E00] 0x7FF994079700     (void* -> KERNELBASE.dll+0029700	lea edx, [rsp+0x38])
[RSP+2E08] 0xFFFFFFFF         (size_t) [4294967295]
[RSP+2E10] 0x164513D3C0       (void*)
[RSP+2E18] 0x7FF7E6FC03FD     (void* -> Fallout4.exe+0E703FD	test rax, rax |  AIProcess::GetFaceAnimationData(Actor&)_E703FD)
[RSP+2E20] 0x4A3F6            (size_t) [304118]
[RSP+2E28] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+2E30] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+2E38] 0x7FF7E6F37D64     (void* -> Fallout4.exe+0DE7D64	test bl, 0x01 |  ActorMovementMessageMap<16>::MessageHandlerWrapper<MovementMessageWarpToMultiple>::`vector_deleting_destructor'(uint)_DE7D64)
[RSP+2E40] 0x1                (size_t) [1]
[RSP+2E48] 0x200000           (size_t) [2097152]
[RSP+2E50] 0x0                (size_t) [0]
[RSP+2E58] 0x0                (size_t) [0]
[RSP+2E60] 0x164513D4C8       (void*)
[RSP+2E68] 0x7FF7E6173948     (void* -> Fallout4.exe+0023948	jmp 0x00007FF7E6173971 |  BSPointerHandleManagerInterface<Actor,HandleManager>::GetSmartPointer(BSPointerHandle<Actor,BSUntypedPointerHandle<21,5>>&,NiPointer<Actor>&)_23948)
[RSP+2E70] 0x4BAA2000         (size_t) [1269440512]
[RSP+2E78] 0x7FF7E6F95CA5     (void* -> Fallout4.exe+0E45CA5	mov rbx, [rsp+0x38] |  AIProcess::RemoveHeadTrackTarget(Actor*,TESObjectREFR*)_E45CA5)
[RSP+2E80] 0x1FC00000000      (void*)
[RSP+2E88] 0x7FF7E61744E3     (void* -> Fallout4.exe+00244E3	mov esi, eax |  BSSpinLock::Lock(char*)_244E3)
[RSP+2E90] 0x1FBC91F8290      (void*)
[RSP+2E98] 0x4C               (size_t) [76]
[RSP+2EA0] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+2EA8] 0x7FF7E6EE6379     (void* -> Fallout4.exe+0D96379	mov rbx, [rsp+0x58] |  Actor::CleanUpOtherMobileObjects(void)_D96379)
[RSP+2EB0] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+2EB8] 0x1FC5EEF3200      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF001F16
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x00420409
FormID: 0x0017F2BE
FormType: kACHR (65)
[RSP+2EC0] 0x0                (size_t) [0]
[RSP+2EC8] 0x2B               (size_t) [43]
[RSP+2ED0] 0x65               (size_t) [101]
[RSP+2ED8] 0x0                (size_t) [0]
[RSP+2EE0] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+2EE8] 0x7FF7E6EBF5AF     (void* -> Fallout4.exe+0D6F5AF	mov rcx, [0x00007FF7EBA1EE98] |  Actor::Predestroy(void)_D6F5AF)
[RSP+2EF0] 0x200000           (size_t) [2097152]
[RSP+2EF8] 0x0                (size_t) [0]
[RSP+2F00] 0x200000           (size_t) [2097152]
[RSP+2F08] 0x0                (size_t) [0]
[RSP+2F10] 0x4A3F6            (size_t) [304118]
[RSP+2F18] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+2F20] 0x0                (size_t) [0]
[RSP+2F28] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+2F30] 0x0                (size_t) [0]
[RSP+2F38] 0x200000           (size_t) [2097152]
[RSP+2F40] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+2F48] 0x7FF7E6EBF2BE     (void* -> Fallout4.exe+0D6F2BE	mov rdi, [rbx+0x428] |  Actor::~Actor(void)_D6F2BE)
[RSP+2F50] 0x0                (size_t) [0]
[RSP+2F58] 0xFFFFFFFF         (size_t) [4294967295]
[RSP+2F60] 0x164513D510       (void*)
[RSP+2F68] 0x7FF7E6FC03FD     (void* -> Fallout4.exe+0E703FD	test rax, rax |  AIProcess::GetFaceAnimationData(Actor&)_E703FD)
[RSP+2F70] 0x4A3F6            (size_t) [304118]
[RSP+2F78] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+2F80] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+2F88] 0x7FF7E6F37D64     (void* -> Fallout4.exe+0DE7D64	test bl, 0x01 |  ActorMovementMessageMap<16>::MessageHandlerWrapper<MovementMessageWarpToMultiple>::`vector_deleting_destructor'(uint)_DE7D64)
[RSP+2F90] 0x1                (size_t) [1]
[RSP+2F98] 0x200000           (size_t) [2097152]
[RSP+2FA0] 0x0                (size_t) [0]
[RSP+2FA8] 0x0                (size_t) [0]
[RSP+2FB0] 0x164513D618       (void*)
[RSP+2FB8] 0x7FF7E6173948     (void* -> Fallout4.exe+0023948	jmp 0x00007FF7E6173971 |  BSPointerHandleManagerInterface<Actor,HandleManager>::GetSmartPointer(BSPointerHandle<Actor,BSUntypedPointerHandle<21,5>>&,NiPointer<Actor>&)_23948)
[RSP+2FC0] 0x4BAA2000         (size_t) [1269440512]
